origin_lat,origin_lng,dest_lat,dest_lng,distance_km,duration_min,hour,day_of_week
19.0215,72.8424,18.9447,72.8274,9.87,9.73,23,5
19.1688,72.8591,19.1998,72.8414,6.58,7.52,15,4
19.1998,72.8414,18.9388,72.8354,34.26,30.81,10,3
19.1998,72.8414,19.1334,72.913,18.78,20.15,19,1
19.1334,72.913,19.0215,72.8424,20.57,19.58,8,0
18.9388,72.8354,19.076,72.8777,17.92,18.88,17,3
18.9388,72.8354,18.9926,72.8291,6.62,9.29,15,5
18.9388,72.8354,19.0825,72.8821,18.76,19.69,15,2
19.1136,72.8491,19.2193,72.8378,13.57,15.09,12,6
18.9447,72.8274,19.0021,72.819,7.54,9.29,1,6
19.1334,72.913,19.0021,72.819,25.22,24.5,12,0
19.076,72.8777,19.2193,72.8378,25.37,21.95,15,0
19.1998,72.8414,19.0215,72.8424,23.86,20.42,4,5
19.0021,72.819,19.0215,72.8424,3.96,5.12,21,5
19.0596,72.8341,19.0021,72.819,8.38,10.21,2,5
18.9388,72.8354,19.1688,72.8591,28.51,26.66,6,2
19.0027,72.8025,19.076,72.8777,14.37,11.77,11,0
19.0748,72.8826,19.0554,72.8781,4.69,7.19,5,5
19.0027,72.8025,19.1998,72.8414,27.38,23.01,10,2
19.2193,72.8378,18.9447,72.8274,36.82,32.22,0,2
19.0748,72.8826,19.2193,72.8378,25.35,21.88,8,5
19.0703,72.8692,19.076,72.8777,1.85,2.0,22,3
19.1998,72.8414,19.076,72.8777,21.24,18.3,22,6
19.0896,72.8656,19.1688,72.8591,13.07,12.19,4,5
19.1998,72.8414,19.0176,72.8562,25.67,22.88,19,3
19.0596,72.8341,19.0825,72.8821,9.11,8.09,3,6
19.0896,72.8656,19.0703,72.8692,3.61,5.01,15,0
19.2193,72.8378,19.1136,72.8491,13.81,15.12,4,1
18.9447,72.8274,19.0021,72.819,7.54,9.29,10,1
19.076,72.8777,19.0703,72.8692,2.24,3.37,14,3
19.0825,72.8821,19.0027,72.8025,20.78,18.66,0,1
19.2193,72.8378,19.076,72.8777,24.61,20.66,21,5
19.0554,72.8781,19.0896,72.8656,6.32,9.39,13,6
19.0021,72.819,19.0703,72.8692,10.56,13.03,16,5
19.0176,72.8562,19.1136,72.8491,14.18,13.92,10,4
18.9926,72.8291,19.0825,72.8821,12.97,13.39,5,1
19.1688,72.8591,19.0596,72.8341,13.79,12.99,15,6
19.1688,72.8591,19.1998,72.8414,6.58,7.52,12,3
19.0554,72.8781,19.0596,72.8341,8.6,10.8,9,0
19.0176,72.8562,18.9388,72.8354,11.07,11.55,14,0
18.9926,72.8291,19.0215,72.8424,4.57,4.92,18,1
19.1688,72.8591,19.2193,72.8378,9.92,9.82,22,5
19.0596,72.8341,19.0896,72.8656,7.37,7.58,23,5
19.0748,72.8826,18.9388,72.8354,21.01,20.38,12,1
19.0021,72.819,18.9926,72.8291,2.83,4.02,20,5
19.0825,72.8821,18.9447,72.8274,19.38,19.24,18,6
19.0825,72.8821,19.0554,72.8781,5.27,7.59,9,5
19.2193,72.8378,19.076,72.8777,24.61,20.66,0,1
19.0825,72.8821,18.9926,72.8291,14.2,14.61,18,3
19.0825,72.8821,18.9447,72.8274,19.38,19.24,0,5
18.9926,72.8291,19.0021,72.819,2.64,3.76,11,5
19.1998,72.8414,19.0825,72.8821,21.6,18.44,6,2
19.0215,72.8424,19.0748,72.8826,11.27,10.53,12,2
19.1136,72.8491,19.0703,72.8692,9.4,8.59,2,1
19.1998,72.8414,18.9447,72.8274,33.44,29.86,13,3
19.0703,72.8692,19.2193,72.8378,26.01,22.04,22,1
19.0021,72.819,19.0748,72.8826,14.18,15.32,22,1
19.0215,72.8424,19.0825,72.8821,11.15,9.79,14,4
19.2193,72.8378,18.9388,72.8354,37.63,33.17,13,1
19.0703,72.8692,19.0748,72.8826,2.33,2.88,1,1
19.0748,72.8826,18.9447,72.8274,20.2,19.43,20,3
19.0748,72.8826,18.9447,72.8274,20.2,19.43,15,2
19.0554,72.8781,18.9926,72.8291,9.5,10.03,20,0
19.0021,72.819,18.9388,72.8354,9.11,10.64,17,6
19.0176,72.8562,19.1136,72.8491,14.18,13.92,11,3
19.0176,72.8562,19.1334,72.913,19.97,19.6,4,1
19.076,72.8777,19.0748,72.8826,0.78,1.47,5,3
19.0027,72.8025,19.2193,72.8378,30.71,25.31,13,5
18.9447,72.8274,18.9388,72.8354,1.38,2.29,18,6
19.076,72.8777,19.1688,72.8591,16.39,14.2,11,1
19.0027,72.8025,19.0176,72.8562,7.55,10.45,20,1
19.0596,72.8341,19.0825,72.8821,9.11,8.09,9,3
19.0748,72.8826,19.1136,72.8491,8.18,9.85,21,2
19.0215,72.8424,19.1334,72.913,20.35,19.29,17,5
19.2193,72.8378,19.0748,72.8826,25.1,21.54,23,0
18.9388,72.8354,19.0176,72.8562,11.01,12.51,17,5
19.1136,72.8491,19.1688,72.8591,7.39,8.04,14,1
