distance_km,weight_kg,volume_l,urgency,hour,day_of_week,demand_score,price
5.19,8.9,32.3,normal,12,3,1.29,190.55
16.13,7.2,8.4,normal,1,3,1.38,372.8
32.39,9.4,78.3,express,8,3,1.23,854.49
40.87,24.2,29.4,express,10,0,0.61,517.93
26.33,19.6,60.2,same_day,11,5,0.59,440.11
20.68,15.1,39.8,same_day,10,3,1.21,764.75
6.56,25.0,78.8,normal,12,3,0.82,172.9
29.52,19.5,54.3,same_day,5,6,0.79,663.92
44.99,2.7,20.9,same_day,18,1,1.02,1111.0
12.67,13.9,69.3,express,17,2,0.54,208.17
1.64,5.2,54.6,same_day,9,1,1.43,286.28
23.3,3.4,11.3,normal,6,3,1.04,372.35
21.55,17.2,25.8,express,13,5,1.13,550.82
32.2,2.2,4.3,same_day,23,4,0.88,708.47
3.83,20.3,30.3,normal,4,0,1.33,195.63
36.92,24.1,25.5,normal,15,1,1.19,677.81
34.8,19.9,63.2,normal,8,1,1.31,691.19
10.21,8.1,74.4,express,15,5,1.21,376.01
4.96,7.9,34.3,normal,19,2,0.59,83.88
14.75,9.8,26.8,normal,2,0,1.35,367.18
35.54,23.6,15.7,same_day,4,6,0.81,777.81
15.3,20.5,24.5,same_day,7,2,0.9,486.72
21.35,14.7,55.0,normal,16,4,0.93,321.11
3.18,14.5,78.4,same_day,6,3,1.5,416.37
1.33,8.6,11.7,same_day,20,5,1.27,208.04
42.4,14.6,20.5,same_day,15,5,0.58,647.37
28.15,7.4,70.5,normal,0,3,1.26,553.98
2.75,14.8,58.8,same_day,22,4,1.37,350.82
12.47,7.9,40.0,express,2,6,0.99,337.88
26.37,17.7,14.0,express,6,2,0.51,285.58
39.27,18.9,75.0,normal,14,3,1.18,684.15
34.64,18.8,76.7,same_day,0,6,1.43,1383.95
28.17,23.5,77.4,normal,17,1,1.09,513.88
44.99,24.9,32.3,express,21,6,0.95,905.06
29.37,17.8,15.3,same_day,7,3,1.39,1156.07
30.69,8.0,26.9,normal,15,5,1.25,566.28
40.67,7.2,38.0,normal,3,3,0.54,302.2
10.47,2.8,46.4,express,15,5,0.74,217.45
21.39,9.2,36.9,normal,8,3,1.26,435.72
12.15,12.8,57.1,express,15,1,0.77,272.12
3.99,6.8,62.7,normal,21,1,1.26,175.09
1.71,11.7,32.3,same_day,7,6,1.23,237.57
32.18,19.5,2.4,express,0,3,0.83,564.23
42.18,21.5,35.2,normal,14,4,0.67,432.63
12.29,17.8,73.4,same_day,14,3,1.44,706.62
7.5,1.4,49.4,normal,20,4,0.56,97.28
38.26,13.5,30.9,express,4,4,1.46,1150.93
37.41,19.2,62.0,express,6,3,0.93,713.7
40.45,1.2,73.4,express,9,0,0.81,668.47
3.93,19.5,57.4,normal,21,3,0.61,98.34
8.98,22.6,40.4,express,2,3,1.34,397.96
42.32,17.7,34.4,express,2,3,1.45,1201.55
30.48,18.0,2.3,normal,20,6,1.37,605.96
40.01,17.6,46.1,express,4,1,0.54,445.09
23.53,0.6,45.9,normal,14,2,1.12,417.79
6.17,14.3,54.7,same_day,13,0,1.32,441.31
26.3,16.0,44.1,express,20,4,0.52,319.88
17.24,2.4,2.5,express,16,6,1.2,421.63
33.32,9.5,48.2,same_day,18,3,0.91,803.72
7.82,8.1,50.8,express,17,4,1.2,301.48
32.87,6.6,17.5,same_day,9,2,1.44,1240.85
30.7,4.8,52.6,same_day,19,0,0.57,483.58
19.9,14.1,39.9,express,15,1,1.36,632.74
29.27,5.2,30.8,same_day,7,2,1.45,1110.06
25.35,3.2,55.4,same_day,7,0,1.34,922.28
7.2,1.1,23.4,express,5,2,1.36,280.12
3.86,14.8,42.9,same_day,20,5,1.41,382.29
30.76,2.6,51.6,same_day,19,2,0.74,616.36
28.79,13.9,33.5,normal,14,3,0.82,352.72
16.01,3.7,25.2,normal,21,0,1.44,374.3
40.22,23.5,31.8,same_day,6,0,0.73,788.85
26.76,1.1,65.2,express,15,6,0.64,368.82
15.95,8.0,44.8,same_day,20,4,0.67,353.31
23.15,17.6,46.9,express,11,6,1.35,748.79
24.24,8.7,11.9,same_day,3,2,1.04,705.74
32.51,14.2,77.1,same_day,15,3,1.48,1359.34
32.52,6.5,26.1,express,19,2,0.93,596.59
27.84,10.1,53.8,normal,22,6,1.07,468.96
28.09,20.4,6.9,normal,6,1,1.46,617.12
28.68,15.3,21.1,express,18,1,1.15,728.66
23.88,3.1,76.4,normal,7,0,1.02,401.05
13.52,22.0,12.5,express,0,4,1.25,460.37
40.79,9.4,19.9,express,14,1,0.7,573.57
43.44,4.3,53.9,same_day,23,3,1.01,1065.48
15.19,6.1,13.8,normal,7,2,1.44,358.66
11.73,18.4,71.2,same_day,22,1,0.57,265.45
44.07,21.5,1.3,same_day,14,4,0.91,1053.36
27.93,23.3,15.4,normal,20,2,0.91,407.3
42.19,6.0,27.1,express,11,6,0.74,597.11
20.02,5.7,42.4,express,21,4,0.64,276.06
31.33,3.5,35.9,express,3,4,0.92,556.49
18.17,18.0,26.5,express,23,3,0.56,240.28
9.19,7.1,27.7,express,0,5,1.35,343.33
17.42,9.6,9.5,normal,16,4,0.67,181.01
26.15,12.2,35.0,normal,4,5,0.56,231.82
28.3,2.6,23.3,same_day,6,2,1.21,903.97
16.0,14.4,77.2,normal,0,2,1.07,330.91
34.57,3.5,9.1,same_day,22,4,1.33,1128.11
33.1,19.0,51.5,normal,9,5,1.12,585.97
29.03,13.4,38.8,express,15,5,1.39,903.29
38.39,1.9,53.2,express,11,2,1.19,871.84
34.48,18.9,68.4,normal,23,4,1.11,595.8
10.47,4.1,37.1,express,0,5,1.48,405.57
7.1,9.3,63.9,express,4,6,0.99,256.03
37.62,14.6,6.9,normal,21,6,1.48,768.58
15.7,22.3,21.5,normal,6,4,0.63,186.06
41.25,19.4,48.1,same_day,14,5,0.7,773.41
7.32,4.3,50.4,same_day,8,2,1.14,348.05
6.92,16.7,67.9,same_day,10,5,0.88,307.1
28.3,14.7,55.0,same_day,8,6,1.08,888.58
40.96,19.0,52.0,normal,3,3,0.52,327.66
5.43,21.1,7.1,same_day,17,6,0.97,283.14
30.46,13.6,22.3,same_day,3,4,0.85,665.81
24.85,18.2,20.4,same_day,14,5,1.19,837.39
31.22,21.3,73.2,normal,23,4,1.19,609.32
5.04,20.2,63.0,express,19,6,0.57,143.37
42.17,22.9,79.2,same_day,13,2,1.31,1496.49
42.38,19.4,11.6,same_day,9,5,1.49,1565.25
7.21,5.3,61.2,express,9,4,0.72,179.46
10.11,1.0,5.7,same_day,15,3,0.97,319.33
41.53,12.7,40.1,normal,12,6,0.92,519.77
12.51,23.2,38.9,same_day,21,1,1.14,543.58
24.69,6.9,39.8,normal,6,0,1.33,521.63
17.6,20.3,77.7,express,15,4,1.03,484.75
21.45,11.5,72.5,normal,16,2,1.28,478.79
27.86,7.4,51.2,express,4,1,0.8,490.2
19.05,7.1,41.6,express,11,2,1.08,451.84
23.69,1.6,9.4,same_day,5,2,0.89,562.85
12.52,1.2,4.3,normal,4,6,0.95,202.19
25.54,22.5,6.6,normal,12,2,0.58,244.34
40.98,10.5,15.7,normal,19,2,0.65,363.59
6.25,2.7,16.9,normal,8,1,1.04,139.46
10.93,17.9,75.2,express,1,0,1.49,507.05
7.28,4.1,66.6,same_day,23,6,0.73,231.31
12.85,15.3,45.2,same_day,1,4,1.43,645.76
23.0,16.8,78.9,normal,9,0,0.87,357.02
35.44,17.9,59.7,express,1,6,1.18,932.24
5.68,6.5,70.7,same_day,23,4,1.14,332.54
21.45,2.5,54.4,normal,8,5,0.95,321.76
28.83,6.8,6.2,express,13,1,1.41,804.1
42.61,17.3,71.9,normal,1,6,0.71,450.9
43.15,9.4,67.0,express,9,6,1.19,988.56
33.07,8.7,17.8,same_day,0,2,0.56,484.47
1.53,12.3,6.3,express,22,5,1.04,139.89
31.8,3.8,13.9,same_day,21,6,1.33,1062.59
7.52,9.0,16.7,same_day,17,2,1.28,377.26
29.84,13.1,26.3,normal,7,3,0.76,345.21
41.34,13.8,53.9,express,0,1,1.46,1200.11
9.8,15.9,2.7,same_day,19,3,1.22,424.63
1.72,0.9,7.9,same_day,16,5,1.41,199.83
7.94,19.3,57.4,same_day,10,1,0.53,202.11
7.88,8.6,34.2,normal,5,6,1.5,262.46
21.32,14.3,32.1,normal,10,1,0.79,272.23
40.13,6.2,12.1,express,21,5,0.61,469.46
42.55,6.1,6.4,normal,12,0,0.58,329.29
29.05,8.8,61.3,same_day,13,4,0.53,419.1
13.46,4.7,47.9,normal,12,2,0.81,200.09
35.84,21.8,28.9,normal,21,2,1.2,661.81
16.28,1.3,7.2,normal,5,1,1.25,311.32
16.75,11.9,9.5,same_day,16,6,1.24,599.09
22.3,11.6,58.4,same_day,13,4,1.25,802.44
7.51,19.4,2.8,normal,18,4,0.59,104.11
3.69,8.6,35.6,express,8,5,1.43,250.94
4.6,24.0,20.4,same_day,9,1,1.1,326.68
39.28,12.5,10.6,normal,21,0,1.28,709.3
22.49,12.8,48.4,normal,7,5,0.57,213.37
8.26,21.7,56.7,same_day,9,4,1.32,548.62
31.08,13.3,68.9,express,22,1,0.69,475.87
44.09,22.7,58.1,express,18,6,1.11,1027.48
42.61,2.3,8.7,express,23,4,0.63,518.95
37.98,8.8,68.4,normal,18,3,1.27,728.33
30.05,24.2,8.5,normal,13,1,0.71,331.36
14.71,8.0,64.4,same_day,3,0,0.57,290.62
31.18,17.1,52.1,normal,11,0,0.55,279.26
2.37,8.2,15.0,express,18,1,0.81,119.3
27.95,23.5,66.1,normal,13,3,1.1,496.99
16.44,13.7,21.8,same_day,1,4,1.13,592.0
42.73,16.4,17.5,normal,3,2,0.83,497.16
30.97,13.3,10.8,express,12,3,1.03,641.99
41.17,3.1,51.3,normal,8,6,1.4,776.21
14.21,1.5,58.3,same_day,5,3,0.93,403.59
32.51,9.0,41.9,express,20,0,0.67,459.58
23.29,8.8,48.2,same_day,10,1,1.11,704.73
13.29,20.9,71.6,normal,9,1,0.54,161.76
28.27,3.6,57.6,express,9,3,1.37,828.56
3.95,0.9,3.1,normal,7,5,0.87,84.36
38.5,22.2,14.0,same_day,9,3,1.49,1461.83
17.4,7.3,66.4,normal,7,2,1.13,357.07
5.26,16.5,36.8,normal,10,5,0.56,92.77
38.35,19.3,9.4,normal,20,5,1.23,662.33
37.36,5.1,7.7,express,8,1,0.65,453.01
19.98,16.1,37.8,normal,10,4,1.27,427.96
25.18,17.1,37.5,same_day,16,4,1.48,1125.13
33.8,10.8,23.8,same_day,9,3,0.85,769.2
5.97,14.9,16.0,normal,20,1,0.7,113.12
4.52,3.2,9.7,express,23,3,1.07,170.28
15.93,6.1,76.3,normal,20,1,1.36,390.68
20.73,24.6,30.5,express,17,4,1.16,614.76
8.5,16.3,57.1,normal,8,3,0.9,192.44
36.92,7.3,68.2,same_day,11,1,1.33,1293.73
23.71,12.2,17.6,normal,5,3,0.99,376.4
23.8,17.0,77.0,normal,4,4,0.52,213.65
37.49,6.2,26.5,normal,16,2,1.09,559.73
21.23,6.6,17.5,same_day,18,0,0.81,497.91
41.23,11.8,50.2,normal,5,1,1.25,750.23
43.95,15.7,28.3,express,3,3,0.9,771.51
11.15,19.2,57.8,normal,23,6,1.35,355.89
44.8,17.5,21.9,express,2,2,1.28,1114.05
25.29,10.4,31.2,normal,8,5,1.19,441.53
17.19,8.5,59.2,same_day,0,4,0.65,349.27
5.07,4.8,4.9,same_day,7,5,0.84,187.0
12.66,9.0,25.8,same_day,5,4,0.85,339.96
31.47,1.3,40.9,same_day,3,6,1.1,904.18
41.23,7.0,16.9,express,9,2,0.55,439.64
21.72,7.1,25.8,express,17,3,0.69,330.49
38.47,18.2,74.1,express,12,6,1.25,1013.86
11.34,23.6,64.6,express,21,0,0.9,334.86
14.26,14.5,69.9,express,20,0,0.54,217.61
8.01,14.6,74.1,normal,10,0,1.4,283.63
37.98,10.6,32.3,normal,3,3,1.25,682.32
32.32,2.4,33.0,express,13,1,0.79,509.78
7.24,4.2,26.0,same_day,15,3,1.18,342.83
20.64,9.8,53.3,same_day,18,1,1.08,655.85
16.77,3.3,20.4,same_day,0,5,1.49,692.82
15.69,16.2,44.1,express,10,1,1.21,505.86
3.52,16.6,63.0,normal,10,4,0.93,140.42
36.23,22.6,34.4,same_day,15,4,1.01,1030.0
1.92,3.1,57.0,express,16,0,0.96,147.45
26.25,18.2,18.3,normal,0,1,1.42,569.46
44.52,10.6,46.9,same_day,23,6,1.01,1086.95
16.9,23.7,58.9,express,15,4,1.06,464.85
26.49,10.9,56.0,same_day,16,3,0.58,422.95
33.76,9.4,42.3,same_day,19,3,0.73,628.01
28.91,22.1,35.7,normal,20,6,1.26,572.62
28.24,9.7,73.6,same_day,12,0,1.32,1017.5
20.97,9.8,9.4,express,8,2,0.54,245.15
4.55,5.0,7.2,same_day,8,6,1.35,282.04
3.27,9.6,30.2,normal,15,3,0.84,104.73
26.79,4.4,46.9,same_day,6,2,1.01,758.44
14.16,21.1,26.8,normal,18,5,1.46,413.26
19.5,6.6,11.1,express,9,2,1.49,659.6
2.51,15.6,61.6,express,3,6,0.78,151.14
29.86,4.0,61.5,express,5,2,1.11,719.22
21.05,10.5,32.3,express,9,1,1.09,500.5
30.74,7.9,9.8,normal,17,0,0.52,223.05
42.04,5.7,5.4,express,5,0,1.1,906.65
4.49,20.4,43.7,express,19,4,1.24,298.04
27.22,2.2,49.3,normal,22,5,0.97,396.16
18.18,17.7,41.3,express,4,0,0.95,428.23
4.35,2.9,49.6,same_day,0,5,0.83,195.12
25.83,6.6,23.3,normal,14,1,1.19,459.44
15.45,18.2,46.2,same_day,21,2,1.1,556.5
7.09,6.9,64.1,express,17,1,0.9,217.13
40.57,10.6,70.4,normal,19,1,0.7,405.88
29.32,5.6,36.9,same_day,0,2,0.59,447.22
39.53,14.6,47.4,express,23,5,0.68,525.19
41.01,15.5,2.4,express,10,5,0.57,475.36
10.52,15.3,74.7,normal,11,4,1.46,372.92
33.41,8.2,76.8,same_day,17,6,1.41,1247.95
24.91,7.5,16.1,normal,10,3,1.05,409.49
44.93,14.4,2.3,express,14,1,0.56,461.85
17.3,13.9,63.1,same_day,5,6,1.32,720.19
5.97,19.8,63.9,same_day,9,0,0.92,323.7
13.24,13.1,75.5,express,6,1,0.75,282.03
27.22,2.5,5.1,express,21,3,0.92,500.8
18.01,21.3,17.6,express,11,1,0.73,309.58
13.42,2.0,54.9,same_day,19,1,1.33,582.39
27.1,14.1,6.8,express,12,3,0.52,297.25
29.31,23.1,23.4,same_day,1,3,1.14,958.86
41.51,18.0,57.7,normal,15,2,0.86,516.19
36.68,24.5,28.5,express,20,0,1.15,849.5
13.1,21.2,70.9,normal,15,4,0.86,240.48
42.74,5.8,43.3,express,9,6,0.71,611.13
3.82,2.0,19.5,express,14,5,0.59,89.2
19.8,12.0,76.9,normal,13,2,0.84,293.75
9.04,17.9,61.0,normal,21,6,1.38,315.45
25.36,12.0,28.2,normal,2,2,0.96,363.3
6.21,8.3,2.2,express,6,1,1.16,224.2
38.33,12.6,76.3,express,20,6,0.57,439.33
24.65,12.4,64.7,normal,5,6,0.99,400.41
15.49,24.1,74.0,same_day,17,5,0.53,309.51
10.69,3.2,25.6,express,15,4,0.81,218.19
30.78,11.2,76.4,express,15,2,1.33,889.65
23.99,21.8,78.0,express,2,5,0.92,549.0
30.61,17.7,55.8,normal,8,4,0.69,337.77
29.98,20.1,19.2,same_day,19,1,0.56,478.38
12.3,18.2,52.5,same_day,3,0,1.38,617.75
12.71,2.4,30.2,same_day,9,1,0.75,298.83
34.85,6.1,38.0,normal,21,3,1.37,663.42
15.56,3.9,79.8,normal,5,6,1.47,430.92
30.89,18.6,6.4,same_day,11,1,0.94,783.88
9.27,14.5,57.9,same_day,12,5,1.04,418.53
26.37,20.9,46.3,normal,22,1,1.39,627.78
26.52,13.3,71.3,same_day,23,4,1.25,974.74
13.47,16.5,5.1,same_day,2,1,1.17,540.34
35.64,15.1,47.3,same_day,6,4,0.8,772.62
39.46,11.3,41.8,normal,2,6,1.45,834.66
14.08,24.1,7.3,normal,1,6,0.79,205.85
24.52,3.6,21.1,same_day,13,0,0.79,527.54
27.1,10.2,22.1,normal,8,1,1.35,537.01
16.09,9.3,3.8,express,12,6,0.78,280.82
4.19,6.6,63.9,express,13,3,1.14,237.37
4.06,18.1,70.5,express,0,0,1.44,337.93
40.57,14.4,26.4,express,14,1,0.99,816.4
12.32,22.0,17.8,same_day,4,3,0.54,253.2
15.62,16.8,19.3,express,10,4,1.03,397.59
38.6,6.5,9.8,normal,2,5,0.79,421.46
25.57,22.0,39.9,express,16,1,0.93,567.32
10.8,15.1,44.4,express,16,1,1.41,449.16
35.84,16.2,23.9,same_day,1,1,0.52,475.85
5.69,2.2,68.7,express,14,3,0.82,171.82
6.69,11.2,35.8,express,4,3,0.61,146.11
13.2,23.2,35.0,same_day,12,6,1.08,542.03
38.75,14.2,66.7,express,1,0,0.8,661.02
40.06,19.7,71.6,same_day,15,2,1.02,1129.2
10.88,14.8,25.7,express,9,6,0.72,217.56
13.26,18.3,20.6,express,8,3,1.1,395.71
22.85,4.9,71.3,normal,4,6,0.63,239.15
8.73,7.7,46.4,express,9,1,0.64,174.76
23.68,13.3,56.5,normal,16,3,1.27,476.5
20.73,17.3,69.8,express,23,2,0.99,525.14
32.95,4.8,34.9,normal,9,1,0.71,318.98
13.53,1.6,34.9,express,15,5,1.39,451.52
4.35,7.1,58.9,normal,12,5,1.48,211.07
39.24,19.2,68.9,normal,14,5,1.16,697.78
39.78,9.9,59.5,express,0,6,1.47,1130.59
36.62,2.9,65.0,same_day,3,3,1.4,1293.4
16.11,24.7,16.0,same_day,12,1,0.57,323.77
12.63,20.7,57.6,normal,9,2,0.86,231.72
10.75,19.3,42.8,normal,21,0,0.96,228.28
36.63,21.0,54.5,normal,18,4,1.21,645.95
21.52,22.4,64.1,same_day,2,4,1.1,789.84
32.33,1.6,3.9,same_day,10,3,0.85,671.2
11.49,8.8,55.4,express,10,6,1.29,439.98
43.92,18.0,56.9,same_day,2,4,0.88,971.75
43.77,10.6,37.1,same_day,11,1,1.06,1158.82
34.66,16.2,78.6,express,23,5,0.97,727.5
34.23,15.5,77.5,express,1,5,1.25,941.04
9.56,11.7,44.4,express,7,3,0.54,164.84
24.69,15.4,78.8,normal,8,4,0.67,279.79
41.55,12.1,28.0,express,21,2,1.12,936.96
13.4,22.4,79.1,express,18,1,1.5,644.87
35.91,9.1,39.9,express,0,5,0.61,435.29
42.88,7.9,60.9,same_day,19,2,0.65,681.49
7.78,8.0,75.7,same_day,20,2,1.05,383.52
37.22,20.1,29.1,express,14,3,0.79,587.73
22.51,16.1,26.0,same_day,20,3,0.87,580.69
21.83,22.1,56.5,express,16,2,1.39,717.28
16.81,18.2,51.3,express,5,2,1.31,591.67
20.45,12.1,8.6,normal,22,1,0.98,331.74
36.06,22.7,31.9,express,4,0,1.15,834.0
42.43,13.5,16.5,same_day,18,4,1.22,1243.87
6.57,22.3,14.6,normal,0,4,0.66,115.8
7.5,23.6,1.3,same_day,3,0,1.47,501.72
33.89,15.0,69.6,normal,18,4,1.31,700.35
6.32,20.9,12.4,normal,3,0,1.15,192.9
13.28,14.8,27.4,express,6,1,1.05,380.54
38.46,7.4,76.2,normal,21,6,0.9,521.77
21.92,2.9,13.8,same_day,20,3,1.5,881.47
42.19,24.9,54.0,same_day,13,2,1.31,1463.79
24.21,18.2,33.5,normal,10,0,1.1,442.97
8.28,10.1,26.6,same_day,16,4,0.91,297.32
3.77,6.1,30.3,express,12,6,0.92,158.38
39.61,3.3,15.1,normal,11,6,0.99,544.36
10.21,16.2,79.3,normal,19,5,0.59,141.88
19.38,15.8,23.8,same_day,2,6,0.77,455.68
10.2,20.6,57.5,same_day,16,3,0.8,332.14
35.08,1.5,31.7,same_day,20,4,0.55,499.9
13.83,23.1,70.9,normal,8,0,1.22,364.14
37.63,16.3,64.6,express,11,0,1.1,866.5
18.4,19.2,61.2,express,6,2,1.28,584.59
29.97,20.2,46.8,express,18,0,0.62,400.42
7.73,12.7,14.2,express,10,5,1.16,275.19
23.05,11.4,54.9,express,4,2,1.33,697.84
14.83,4.0,39.4,same_day,15,2,0.73,328.33
40.34,6.6,52.8,normal,19,0,0.73,418.44
18.88,8.7,57.0,same_day,10,6,0.86,482.92
34.21,8.2,46.7,express,14,3,1.45,992.37
9.38,20.3,59.1,normal,22,0,1.19,266.13
10.51,5.4,8.7,express,0,3,1.21,312.56
4.05,4.5,40.9,normal,5,1,1.12,149.45
32.24,5.9,76.4,express,1,5,1.08,760.07
4.26,12.3,6.3,same_day,22,2,0.8,189.51
35.61,17.9,66.0,express,3,0,1.35,1003.04
19.52,21.9,69.6,express,16,0,0.59,284.88
41.41,1.5,14.1,same_day,9,1,0.61,601.48
28.56,18.5,40.0,same_day,4,6,1.33,1041.95
18.13,1.0,48.7,normal,11,6,0.97,274.34
17.43,21.9,59.3,express,2,6,1.18,554.22
33.89,4.5,46.9,express,13,1,0.9,591.17
43.92,19.6,11.8,same_day,11,4,0.57,621.06
31.19,2.5,33.0,normal,19,1,0.76,354.35
5.23,6.1,59.4,normal,0,6,1.24,199.83
8.76,4.7,75.9,normal,13,2,1.35,260.51
34.31,5.6,3.9,normal,1,2,0.66,317.43
29.33,10.1,8.3,same_day,1,0,0.94,702.56
6.64,4.8,30.1,same_day,4,2,0.68,182.44
28.0,18.2,5.2,same_day,13,2,1.02,792.2
13.11,6.0,68.4,same_day,3,4,0.93,403.35
30.06,19.1,67.4,express,19,2,1.31,904.34
33.25,7.5,69.3,same_day,15,3,0.95,878.42
21.05,9.4,16.2,express,9,5,0.87,400.61
27.98,19.4,4.3,express,21,4,1.09,664.62
4.19,16.4,1.1,same_day,17,3,1.22,292.33
17.09,2.9,45.5,normal,0,5,0.67,197.75
35.1,3.1,50.2,express,18,2,0.57,413.52
43.82,3.9,64.4,same_day,13,1,1.17,1299.84
41.85,8.2,42.7,same_day,21,6,1.02,1057.41
31.03,14.3,43.4,same_day,21,5,0.96,847.58
36.58,13.3,53.9,express,3,0,0.51,406.68
28.31,13.0,79.6,normal,7,6,0.64,278.31
25.7,2.8,39.9,normal,5,3,0.67,257.02
6.67,2.8,24.5,express,13,4,0.93,193.74
44.89,11.7,48.8,same_day,21,3,0.79,884.37
14.65,19.7,60.5,normal,0,5,1.45,410.69
21.19,9.9,31.3,express,17,2,1.32,606.89
5.97,17.0,3.6,normal,22,5,0.98,146.8
18.34,9.2,19.4,same_day,14,1,1.49,769.04
2.37,16.2,25.3,normal,19,4,1.12,133.92
19.04,21.7,22.4,normal,6,0,1.02,324.52
1.47,8.0,28.5,express,14,1,1.17,155.78
6.02,2.5,46.7,same_day,12,3,1.47,391.06
36.0,24.9,49.2,same_day,9,1,0.86,861.78
43.46,6.5,57.7,normal,0,1,1.19,736.25
33.15,7.5,74.2,same_day,22,4,0.99,908.04
28.41,8.5,40.2,normal,12,4,0.82,339.43
8.24,13.3,24.3,express,5,0,0.66,167.52
36.17,22.1,57.4,express,21,2,1.36,1112.5
13.22,1.1,11.0,normal,23,1,1.37,304.09
32.26,5.0,73.8,same_day,4,2,0.91,822.27
42.88,24.6,17.1,express,3,5,1.15,1050.71
32.87,3.8,29.8,normal,11,0,0.85,400.13
11.82,21.9,8.4,same_day,6,6,1.21,496.58
40.06,8.8,63.5,express,22,0,0.64,510.53
2.44,1.7,63.9,express,4,3,1.1,176.08
26.86,9.0,28.3,same_day,4,0,1.19,851.45
37.1,9.6,10.2,express,14,2,1.17,846.83
28.69,12.5,67.0,express,5,6,0.52,318.77
10.98,10.1,8.5,express,6,4,0.68,201.68
5.24,23.0,37.2,express,0,0,0.58,147.05
7.47,2.5,68.2,normal,1,6,0.57,104.58
29.81,21.2,78.3,normal,19,3,0.86,402.76
15.21,18.0,43.2,normal,22,5,0.54,149.93
33.38,13.9,25.4,express,14,2,1.44,1033.52
25.75,11.6,5.6,express,18,0,1.0,542.64
29.73,24.0,51.4,same_day,22,0,0.97,809.74
43.88,16.4,5.0,normal,21,2,1.02,653.44
15.23,6.6,39.1,normal,23,1,1.28,355.52
30.07,6.4,8.1,same_day,5,3,1.43,1118.11
29.08,9.4,17.9,same_day,0,1,0.89,681.64
2.88,7.2,5.1,normal,13,4,0.83,84.92
37.11,13.7,67.7,normal,12,0,0.86,478.5
22.8,12.7,79.1,express,14,5,1.0,536.71
4.31,12.2,15.2,same_day,2,0,0.82,204.05
38.28,17.4,56.6,same_day,22,4,0.59,582.15
7.08,1.0,77.6,same_day,22,5,1.03,323.5
41.63,8.6,38.5,normal,18,4,1.36,759.35
36.15,8.6,64.1,normal,10,5,1.0,514.64
13.9,22.9,13.6,same_day,19,3,0.85,414.2
35.67,6.4,24.5,express,14,4,1.15,848.7
26.36,3.1,47.2,normal,23,5,1.49,572.64
32.03,16.6,35.0,normal,10,3,0.7,341.18
21.69,9.1,47.0,normal,3,0,0.51,186.96
29.85,12.9,79.6,normal,11,2,0.7,343.55
35.66,5.6,51.7,normal,21,5,1.38,728.58
38.17,13.3,62.7,same_day,3,4,1.34,1431.81
3.24,12.2,45.8,express,7,4,1.4,273.36
34.48,21.7,38.4,same_day,9,3,1.35,1255.02
15.06,5.2,9.9,express,21,3,0.51,171.98
27.2,20.5,4.4,same_day,20,0,1.22,917.18
6.75,11.2,68.7,express,16,2,0.77,204.09
33.96,17.0,29.0,same_day,14,3,1.29,1201.06
36.18,1.3,9.5,normal,16,3,1.45,722.27
29.0,17.3,48.9,express,6,5,0.73,462.44
38.6,19.2,20.6,normal,13,2,0.85,467.9
32.94,9.0,48.5,normal,23,1,1.49,738.52
31.87,12.1,60.7,express,23,6,0.91,617.84
22.42,14.1,23.8,normal,12,5,0.87,316.84
35.46,7.1,71.8,express,16,3,1.06,817.0
30.24,16.5,8.2,normal,13,4,1.07,477.72
36.38,10.1,32.6,express,1,4,1.38,1024.92
20.79,20.6,12.5,express,8,1,0.62,291.53
16.11,6.1,71.0,same_day,7,1,1.37,708.57
8.57,20.9,16.9,same_day,5,6,0.81,294.6
5.19,6.6,10.2,normal,0,2,0.5,80
20.37,2.7,70.8,same_day,7,4,1.49,943.69
43.94,12.7,46.8,same_day,10,0,0.75,854.76
34.36,20.0,34.3,same_day,3,1,0.95,925.45
30.04,16.1,31.9,same_day,16,0,0.63,515.29
21.64,2.1,77.0,same_day,18,2,1.06,682.71
4.85,5.3,57.2,normal,19,1,1.09,163.88
10.73,14.5,11.2,express,5,4,1.04,312.26
35.42,3.2,24.0,express,7,4,0.51,356.61
25.28,4.1,7.0,same_day,4,5,1.28,881.32
17.73,6.4,79.5,normal,7,3,1.39,427.71
25.84,17.3,18.3,same_day,5,6,1.09,802.21
15.74,0.5,67.9,express,20,1,0.58,225.09
25.47,13.8,73.6,express,5,1,0.62,364.51
30.34,16.2,11.8,same_day,14,3,0.73,617.47
2.24,20.0,66.4,normal,14,3,1.47,225.56
36.92,6.3,61.0,same_day,20,4,1.03,967.58
32.69,1.4,62.7,normal,2,2,1.04,513.18
25.01,19.4,20.3,same_day,1,3,1.43,1062.1
30.13,16.5,54.5,same_day,4,5,1.12,909.05
35.34,3.0,42.1,express,0,4,0.95,655.67
31.48,7.4,40.0,express,17,6,0.83,531.15
44.83,3.3,8.9,normal,17,2,1.05,623.86
18.52,15.1,4.0,normal,21,1,0.8,243.0
41.12,7.5,52.8,express,8,1,1.48,1198.52
3.81,19.1,18.7,express,20,6,0.88,174.8
16.49,7.5,64.3,express,9,6,1.18,464.01
11.0,10.8,9.3,same_day,6,4,1.27,457.6
16.68,0.8,70.2,express,17,6,0.56,235.43
38.06,10.3,26.8,express,3,1,1.29,1021.68
36.4,16.5,62.6,normal,1,0,1.42,807.1
